x,y,z
37.956,7.3663,652.164
39.153,7.3663,675.374
42.503,7.3663,678.993
48.724,7.3663,672.264
5.662,724.427,662.692
66.939,713.629,666.281
66.939,715.065,682.583
61.675,707.647,685.215
56.889,702.862,6.7681
56.889,700.708,681.865
57.368,695.923,6.967
53.749,688.953,701.486
49.442,679.861,701.964
48.245,668.106,697.897
51.117,661.885,693.829
52.552,6.5686,694.307
52.313,652.553,708.455
58.564,641.516,727.598
71.007,6.2692,7.4007
7.005,6.1663,754.666
64.307,607.986,771.446
68.614,599.611,784.397
734,591.476,802.104
68.614,569.911,812.662
67.418,5.5002,814.337
75.553,539.013,818.405
67.418,535.903,828.694
58.325,525.344,835.873
57.129,513.859,837.578
60.957,498.036,825.344
64.546,486.311,830.609
62.154,477.667,856.242
62.154,468.574,876.611
58.564,4.5661,881.396
56.889,446.291,887.378
60.957,437.677,890.489
57.368,429.542,890.997
54.945,417.308,889.532
62.871,406.301,899.851
58.564,403.669,915.165
48.724,394.307,905.833
41.545,384.257,8.9339
4.346,3.7684,9.2009
48.245,368.913,911.576
47.527,360.539,916.122
44.895,353.599,9.1349
4.322,353.599,9.1349
3.987,349.532,9.2022
42.263,3.4352,926.441
47.527,328.445,9.1684
58.564,312.622,921.655
59.282,311.904,927.398
54.227,310.229,924.766
55.424,307.119,924.766
54.467,304.487,928.834
5.662,297.548,938.645
56.381,289.143,954.467
47.049,281.725,961.406
53.509,272.632,941.516
63.589,264.706,917.318
65.982,258.963,923.809
58.325,2.5346,9.4008
48.724,250.828,939.362
47.049,247.478,939.602
48.963,239.312,942.712
59.282,224.955,943.191
59.521,222.323,942.712
61.914,211.526,950.638
0.6,2.2004,9.801
53.031,200.519,983.929
52.552,193.819,9.6691
61.675,187.328,9.5016
72.203,184.935,950.878
73.639,175.603,959.492
74.118,165.314,959.971
7.675,155.952,957.817
85.394,137.288,964.278
88.265,124.337,976.511
85.155,124.816,970.977
92.333,118.834,9.6667
94.247,110.459,973.879
95.444,1.0684,976.272
98.794,100.618,970.738
99.033,94.158,968.106
96.879,86.022,980.579
95.444,80.758,984.407
91.615,8.001,969.542
92.812,72.353,960.928
97.597,64.457,959.971
94.247,54.407,968.824
91.137,48.634,964.995
89.462,44.088,963.081
93.051,36.431,970.977
94.487,30.209,972.443
95.683,21.565,967.628
99.272,7.926,961.885
98.554,-6.461,974.357
100.229,-17.468,975.075
101.186,-20.578,968.345
9.664,-24.646,9.7002
94.726,-35.204,975.075
92.812,-46.451,982.014
92.812,-54.377,985.843
8.994,-64.187,968.106
85.155,-71.127,961.885
84.676,-76.391,963.799
90.419,-82.642,967.388
91.376,-89.342,972.443
89.701,-104.417,969.781
88.505,-115.693,967.388
91.615,-127.418,960.688
87.069,-131.725,958.535
8.345,-132.921,952.314
86.351,-140.369,974.597
90.419,-156.401,977.947
8.994,-163.131,9.6021
8.994,-165.763,949.921
82.971,-169.352,961.167
79.621,-178.684,971.217
84.197,-18.658,972.443
85.633,-191.396,958.296
84.197,-187.059,944.896
76.271,-18.658,951.596
75.793,-195.703,959.013
77.468,-207.667,9.5016
7.675,-210.538,943.909
734,-208.624,951.356
7.675,-210.778,944.896
70.289,-211.735,947.528
65.743,-220.379,956.381
62.871,-231.625,952.314
64.307,-238.564,934.577
65.982,-237.847,940.559
66.221,-2.4,948.246
68.136,-236.411,945.374
63.589,-239.522,949.921
59.521,-246.012,9.4343
57.607,-249.123,945.135
61.675,-252.712,945.374
64.307,-253.191,953.031
61.196,-254.148,947.049
54.706,-253.908,940.559
51.835,-254.626,942.952
52.792,-255.105,964.756
4.681,-258.933,998.316
45.135,-255.344,988.954
43.938,-246.012,971.486
53.031,-233.539,995.175
73.161,-224.207,1.013.869
81.775,-195.942,10.0334
87.787,-15.018,986.321
95.204,-104.178,955.185
82.493,-76.391,955.185
65.025,-65.145,1.005.494
54.227,-5.004,1.042.613
56.381,-27.787,1.033.281
50.399,748,991.825
35.563,33.081,977.947
21.894,71.635,975.315
25.484,111.655,953.749
25.723,144.706,959.971
20.698,169.143,973.879
682,195.972,976.032
2.483,228.784,944.896
-4.696,269.282,918.784
-9.003,305.922,899.372
-9.721,338.255,885.225
-10.678,373.699,8.869
-1.666,400.529,885.703
-20.728,411.087,893.869
-12.353,422.812,872.782
-996,444.377,847.388
-15.703,470.249,833.959
-21.206,494.686,847.388
-28.893,5.1003,859.352
-19.053,515.294,838.056
-16.181,533.958,802.822
-15.224,563.689,772.882
-15.224,585.464,767.139
-26.022,602.483,7.6666
-31.286,621.416,7.5347
-31.286,631.944,7.3337
-24.826,641.276,708.694
-26.501,6.5351,688.325
-34.875,671.725,689.761
-38.704,6.935,701.486
-40.618,708.365,690.957
-40.618,720.808,681.625
-41.097,7.1674,691.197
-44.925,715.065,683.779
-38.704,725.623,647.109
-33.918,740.938,618.604
-35.833,751.496,626.052
-36.311,757.957,634.906
-332,7.7665,615.015
-37.268,800.339,6.2018
-33.918,812.094,587.468
-32.004,814.965,555.853
-26.501,819.751,530.937
-14.506,828.126,502.433
-8.524,8.3342,4.8015
-5.892,837.009,457.149
-7.328,849.213,449.492
-11.635,854.956,441.835
-14.985,861.446,449.731
-1.331,866.232,447.099
-3.978,865.514,431.755
4.187,868.385,418.834
12.084,882.981,412.612
11.366,895.693,421.944
808,897.368,432.712
-1.346,898.086,422.423
10.169,902.393,412.134
21.894,9.0335,404.208
2.333,905.265,401.575
23.091,912.473,388.654
14.477,911.994,390.568
4.905,907.418,377.378
-7.328,909.332,350.788
-8.764,923.959,342.174
-11.157,935.923,323.719
-27.218,940.977,306.251
-22.164,938.345,294.736
-13.789,933.051,278.465
-22.881,939.063,270.778
-32.722,948.395,262.403
-3.009,950.309,240.359
-22.403,950.309,235.334
-21.206,952.942,249.003
-22.881,957.727,265.514
-20.967,953.899,248.764
-16.421,947.438,222.891
-12.592,951.985,205.872
-13.549,959.642,211.855
-20.249,963.978,224.566
-27.458,968.286,234.377
-13.549,964.218,224.566
-628,962.991,1.9678
-661,967.807,165.374
-21.924,968.286,148.146
-28.175,974.268,152.453
-32.004,9.8025,165.135
-31.525,977.857,161.067
-24.347,978.096,151.735
-15.224,980.968,148.146
-10.439,982.882,148.385
-8.524,976.421,147.428
-11.396,969.961,156.999
-8.524,972.353,169.711
-1.107,975.703,162.263
17.348,970.439,146.471
37.717,962.752,141.685
42.742,965.175,154.846
41.067,972.114,169.472
51.595,978.575,168.993
70.768,981.925,177.129
89.701,9.8336,167.288
105.733,975.464,152.692
127.777,965.893,152.213
152.213,953.659,167.767
181.436,946.481,2.2013
208.983,935.205,200.369
231.266,930.658,201.805
249.482,922.044,201.087
2.7006,908.136,196.062
280.858,907.418,2.0659
291.386,905.265,212.572
315.105,9.0694,220.708
329.252,904.547,223.609
339.781,8.9689,220.469
368.046,895.454,219.033
385.544,891.147,215.922
395.354,888.515,214.965
402.772,879.153,211.137
415.962,869.821,2.0324
429.362,861.925,198.455
442.553,856.421,194.596
443.749,8.5666,197.498
4.4327,852.084,1.9678
458.854,847.299,204.198
484.935,831.745,215.204
506.501,818.315,222.174
518.734,807.787,221.934
531.177,798.425,215.204
5.4341,7.9675,221.187
553.699,791.007,2.3007
563.749,787.418,236.531
5.7335,780.718,238.206
571.915,765.135,219.751
577.418,753.171,195.344
584.357,750.778,182.632
592.762,742.852,179.282
610.469,740.698,1.934
635.145,733.759,207.787
653.121,714.347,211.137
668.914,692.303,211.615
690.479,681.775,214.726
705.105,687.518,227.199
712.044,687.278,235.334
713.241,680.818,238.445
718.505,670.768,231.027
717.787,669.093,222.891
719.941,664.756,227.677
720.658,649.681,2.3007
719.941,636.012,222.413
734.567,633.619,2.0683
729.542,641.037,208.026
726.431,635.294,215.444
726.192,628.834,214.487
739.592,620.698,198.933
7.535,610.379,194.357
757.089,605.593,195.075
762.353,604.876,201.326
767.618,602.961,2.0659
777.428,594.347,209.222
774.078,584.507,217.358
771.207,5.8331,217.597
778.624,574.935,199.651
789.422,567.996,1.8
798.993,565.843,178.325
800.908,560.549,185.982
809.312,542.124,193.878
811.705,534.676,202.044
814.816,534.437,205.155
821.277,530.369,200.608
827.976,534.198,195.344
819.602,534.676,195.344
814.577,525.823,191.486
824.148,516.251,184.786
833.271,510.269,191.007
827.976,5.0689,197.019
823.669,502.104,191.486
821.037,4.9995,178.086
827.498,494.925,158.195
842.603,5.0354,166.331
839.492,5.033,172.582
849.542,489.183,177.607
859.352,471.207,182.871
869.671,455.414,1.867
873.978,458.764,177.847
866.561,467.378,153.171
862.971,477.428,1.3663
861.536,474.796,133.998
865.364,458.525,135.912
873.021,447.009,137.827
872.543,444.138,146.471
872.782,4.4677,158.195
871.825,453.948,159.153
869.432,451.795,159.153
869.193,443.181,1.5987
8.7015,439.113,162.024
870.868,439.113,170.668
871.346,440.788,177.607
882.114,438.874,1.6681
893.869,4.2688,1.6346
891.476,4.0678,154.846
875.175,413.719,146.231
870.629,417.548,152.692
879.003,405.105,155.085
8.8355,411.565,152.692
885.943,415.873,149.103
894.826,398.854,153.888
901.526,390.718,155.803
899.851,397.179,154.846
8.9698,396.222,155.803
897.458,394.786,159.631
904.397,394.068,1.6995
915.434,3.833,175.932
913.998,378.515,1.6657
908.226,384.257,161.785
908.944,391.197,161.785
909.422,395.264,161.545
925.245,394.547,1.6681
939.602,382.582,172.582
945.853,378.275,169.232
936.491,391.436,161.306
927.877,412.762,149.103
926.202,4.2664,147.906
9.3003,416.351,1.6011
925.005,394.547,156.281
901.287,405.105,110.997
9.0679,511.227,151.017
880.918,587.617,317.498
805.215,556.002,385.783
758.046,497.079,331.406
748.684,539.013,301.914
743.181,609.183,361.107
707.498,598.415,380.967
661.017,601.526,340.738
615.733,598.654,264.796
601.855,642.981,248.764
565.932,722.752,320.608
515.863,751.735,391.047
478.236,759.631,395.593
459.332,7.5341,342.413
431.276,800.818,325.633
391.047,863.839,370.678
365.414,885.643,424.576
351.296,857.139,408.515
334.756,825.255,346.241
299.551,8.1353,298.086
2.5666,847.777,281.575
227.916,892.822,291.625
1.9654,921.566,300.479
145.514,911.994,278.943
1.0669,9.0359,249.721
61.436,931.616,221.665
-3.021,951.267,209.701
-29.611,948.874,202.044
-55.723,968.525,189.811
-91.884,977.378,1.6011
-113.928,972.832,135.912
-120.867,969.721,138.544
-131.186,957.249,138.784
-147.936,947.677,138.784
-155.833,950.788,147.428
-167.587,961.077,158.435
-194.656,942.653,156.281
-228.186,916.062,151.974
-246.401,922.044,158.195
-255.494,949.831,167.049
-26.677,957.488,1.7019
-27.682,9.4002,151.496
-277.777,923.001,127.537
-272.752,914.627,121.077
-283.998,929.462,145.514
-313.699,946.481,177.847
-314.656,935.205,185.982
-303.649,917.259,2.2013
-295.514,908.615,1.9678
-27.993,914.866,185.982
-269.402,930.419,196.062
-269.163,938.585,202.283
-272.752,936.162,206.112
-267.966,923.959,205.394
-267.727,915.105,191.725
-26.988,915.584,178.086
-274.188,922.044,1.7665
-27.993,928.266,188.375
-271.555,934.248,204.915
-264.616,933.051,215.922
-267.248,9.2348,209.222
-266.052,916.062,186.461
-263.151,915.105,186.221
-27.323,922.523,203.719
-287.348,921.326,211.376
-29.336,910.559,203.719
-291.924,911.037,212.572
-289.741,919.173,218.554
-290.937,920.369,214.008
-295.514,918.455,213.051
-284.955,912.712,211.615
-276.102,907.657,216.401
-281.127,902.633,236.291
-277.777,904.547,2.3988
-275.623,913.191,249.242
-28.328,922.044,261.446
-284.955,914.866,274.606
-28.663,897.368,290.907
-282.562,885.404,281.336
-278.255,886.122,252.353
-283.998,898.565,248.764
-293.599,907.897,281.336
-303.171,907.897,2.933
-305.085,894.736,2.9019
-301.256,880.589,299.043
-300.778,882.264,304.337
-301.256,886.361,294.018
-297.189,881.306,285.882
-288.545,872.453,3.0338
-295.514,872.453,326.351
-294.317,869.582,337.867
-281.127,877.717,3.568
-264.616,8.7676,358.714
-260.758,874.846,356.082
-270.359,873.889,351.984
-273.709,871.735,360.868
-28.017,867.667,3.7331
-283.041,860.968,385.544
-279.452,852.084,3.9009
-27.658,831.745,387.219
-27.347,817.358,384.586
-28.328,815.205,397.508
-329.761,847.059,435.583
-371.456,866.232,438.485
-363.769,860.968,401.815
-35.348,8.636,392.004
-339.332,858.575,420.509
-328.804,847.538,422.423
-319.232,839.881,392.243
-309.153,835.574,385.065
-311.067,833.181,382.164
-326.411,843.231,387.936
-341.246,847.059,389.372
-343.879,834.138,3.7666
-339.332,827.887,386.979
-339.332,835.813,392.483
-340.529,835.574,392.961
-342.682,830.549,388.654
-349.651,831.745,388.176
-344.866,829.322,395.354
-342.443,825.972,389.611
-35.659,829.322,389.372
-368.554,830.788,389.851
-368.554,8.2693,383.869
-367.837,825.494,381.446
-36.688,824.058,386.261
-367.837,820.948,387.219
-374.806,821.187,390.808
-382.463,8.2358,386.261
-379.352,8.2334,386.979
-367.358,818.076,386.979
-374.806,815.205,388.894
-381.506,819.512,386.022
-382.941,818.076,382.403
-386.052,814.487,389.611
-389.163,812.094,395.593
-388.206,8.1018,392.483
-39.323,808.744,379.771
-401.875,801.775,377.857
-411.207,798.664,379.292
-418.385,802.493,394.636
-416.949,804.437,4.0349
-414.078,802.493,403.968
-412.164,800.579,397.268
-408.096,797.229,389.372
-414.317,796.032,391.286
-421.017,794.836,388.654
-428.943,790.529,389.133
-434.925,784.547,396.072
-4.366,781.915,396.072
-433.968,785.265,388.176
-432.533,783.829,389.133
-429.901,782.393,387.936
-433.968,791.725,4.0325
-436.122,788.375,395.593
-430.618,7.9005,380.728
-426.311,791.486,390.329
-418.864,795.075,406.122
-406.421,7.867,427.448
-406.421,790.289,436.331
-409.532,806.351,394.636
-395.384,811.376,385.065
-374.806,814.965,374.985
-351.805,806.591,372.114
-34.678,822.144,397.747
-364.965,835.095,429.362
-359.223,831.745,4.1668
-325.932,838.684,385.065
-311.306,839.881,376.421
-307.717,842.752,383.629
-307.956,851.606,387.219
-29.671,864.317,392.004
-276.341,8.703,384.347
-26.988,872.214,377.139
-272.513,868.624,382.672
-264.616,869.582,389.851
-23.656,879.871,3.8339
-217.896,882.264,360.389
-213.589,884.926,349.831
-224.596,881.306,343.131
-229.382,880.828,348.874
-211.197,886.361,341.456
-195.613,900.718,331.406
-20.016,903.111,3.3332
-200.399,891.625,3.2324
-175.005,906.461,331.885
-123.739,927.787,320.369
-91.884,934.966,292.822
-94.756,937.388,277.268
-106.271,929.462,271.017
-90.449,929.701,274.128
-48.754,951.267,278.704
-25.543,962.513,274.606
-27.458,954.138,265.753
-35.115,9.4672,254.267
-15.703,946.002,259.053
12.802,958.924,255.942
31.496,9.6012,244.905
26.441,960.599,243.709
18.066,960.838,247.537
12.562,955.334,248.764
18.066,951.745,248.495
30.299,948.156,239.641
34.606,949.831,234.138
33.649,964.218,229.352
42.981,975.703,211.855
51.117,966.371,206.351
5.327,951.506,214.487
61.436,948.635,226.241
76.271,969.243,224.327
95.204,982.882,209.462
122.991,975.464,2.2013
162.024,952.224,209.222
176.889,938.585,215.683
175.454,939.063,217.358
197.258,948.874,220.947
236.291,947.438,219.512
249.003,936.162,231.266
259.053,929.941,258.335
260.967,932.333,273.649
244.935,933.769,267.667
249.003,929.701,258.574
250.917,929.462,249.482
245.653,924.916,240.598
235.573,9.2683,2.3988
222.891,934.966,249.242
231.984,932.573,248.495
244.217,927.069,244.188
252.592,923.241,244.905
257.857,931.616,2.4996
257.857,939.303,255.942
254.028,937.628,264.317
252.832,927.787,264.078
264.556,923.001,253.071
274.397,923.001,250.678
264.796,923.959,255.703
231.984,9.4002,272.213
211.615,942.892,281.097
2.0659,928.266,268.864
213.769,917.976,2.5331
2.1353,912.952,238.445
1.9343,930.419,250.439
155.803,960.838,292.104
119.402,961.077,311.755
112.702,946.242,3.1008
1.1653,929.223,2.866
111.506,928.026,256.421
8.994,944.567,252.832
55.184,959.163,273.649
1.998,9.6012,294.257
-2.303,946.481,300.957
-7.328,932.812,291.865
-10.917,928.026,278.465
-25.304,935.923,264.796
-47.079,950.549,258.335
-65.773,955.813,262.642
-78.245,946.002,265.274
-93.559,945.045,262.642
-113.689,949.352,249.242
-11.991,938.106,236.531
-130.947,940.977,238.684
-1.532,953.899,247.298
-168.066,952.463,239.641
-168.544,942.653,225.763
-168.544,934.966,224.566
-17.333,929.701,231.984
-189.392,925.155,240.359
-212.632,931.855,255.464
-233.689,935.205,267.189
-236.321,919.891,269.103
-242.812,911.994,265.035
-26.339,914.627,250.678
-27.658,912.712,247.777
-284.237,907.179,254.267
-291.446,900.479,265.274
-299.821,892.822,255.703
-304.846,893.061,242.752
-310.349,894.736,233.898
-318.036,893.061,230.548
-341.725,894.975,236.052
-363.051,888.993,241.555
-370.947,878.196,238.206
-36.688,865.992,227.916
-372.891,859.771,223.131
-389.163,865.514,2.3988
-39.658,873.889,268.385
-407.139,865.992,266.471
-408.814,852.084,258.814
-400.678,850.648,260.728
-4.002,849.213,257.139
-422.453,849.691,245.863
-445.215,843.231,244.427
-452.184,8.3007,254.267
-449.522,816.401,256.182
-460.798,817.358,254.985
-483.799,825.255,2.4658
-488.584,821.187,244.427
-48.667,816.401,258.335
-486.192,807.787,262.881
-490.499,803.719,2.502
-501.266,800.818,244.666
-507.996,794.597,249.482
-508.236,792.204,2.5331
-511.107,801.775,258.814
-506.321,804.198,265.274
-496.959,807.308,273.888
-491.695,807.548,257.378
-490.259,812.573,2.502
-478.774,806.112,245.623
-470.608,805.873,239.641
-466.541,812.094,250.678
-471.087,829.322,268.146
-471.326,836.292,275.593
-472.283,8.2693,279.661
-467.258,8.1688,268.146
-450.479,8.1688,278.704
-437.318,842.274,281.575
-417.906,848.734,259.771
-415.514,845.863,245.623
-420.778,835.095,247.059
-395.384,843.709,249.721
-365.205,864.557,242.513
-349.412,875.803,242.034
-342.443,881.546,255.703
-329.522,894.497,262.642
-297.906,912.952,248.764
-272.273,916.062,249.721
-269.641,916.541,258.814
-267.488,918.455,265.035
-247.358,913.669,248.495
-234.407,907.179,228.395
-221.725,914.866,244.188
-183.141,9.4002,274.606
-146.261,969.961,274.367
-138.365,971.396,250.439
-134.776,944.806,246.341
-121.107,9.2683,259.053
-101.934,928.983,276.072
-92.124,944.567,264.556
-89.492,950.549,265.274
-92.602,945.524,277.986
-91.884,943.849,292.104
-72.473,9.4696,288.515
-56.919,946.481,287.079
-63.619,942.653,2.866
-5.333,940.977,282.533
-31.525,940.499,2.7655
-17.617,941.935,2.8014
-17.617,948.395,288.036
-22.403,9.5342,294.497
-14.506,954.377,304.816
-3.739,9.4672,302.154
12.802,939.063,291.147
33.171,932.333,292.582
53.988,932.094,3.1343
0.6,926.351,323.001
70.528,919.412,316.062
89.462,918.934,316.541
95.683,924.676,331.406
97.597,925.873,334.756
107.886,929.462,331.885
1.1653,934.487,3.2013
121.316,9.3018,314.148
119.402,923.959,308.884
127.777,925.155,301.675
145.035,929.941,299.522
147.428,931.855,299.282
149.103,926.112,294.736
171.147,934.248,308.884
184.786,929.223,324.676
195.583,9.1008,3.2013
210.897,902.154,325.633
209.222,9.0359,343.131
201.805,909.093,341.695
208.505,9.067,331.167
215.444,911.277,334.038
214.247,909.811,342.413
201.087,907.179,339.063
200.608,903.829,320.608
216.401,904.547,305.773
223.609,908.615,303.141
231.984,9.1343,298.325
243.709,909.332,2.9354
269.821,891.865,288.993
2.866,880.349,305.294
288.754,885.404,335.234
290.907,891.625,342.652
303.619,886.361,341.217
321.565,875.564,338.584
331.167,859.771,337.627
3.4002,848.973,335.713
338.345,853.759,341.456
3.3332,867.907,345.763
345.763,876.521,354.856
362.782,861.207,359.193
369.721,849.213,350.549
361.346,852.802,3.4337
3.6996,858.335,343.609
377.617,850.888,344.566
385.783,833.659,332.124
405.434,8.1999,325.394
410.937,816.401,336.192
425.534,810.898,339.063
454.277,8.001,335.952
467.468,791.725,339.063
471.775,787.418,344.566
4.9334,784.547,345.524
520.409,773.988,344.327
528.066,767.528,350.788
533.809,762.024,351.266
535.484,773.271,351.266
542.214,768.246,351.027
562.313,752.692,345.763
5.6327,7.5006,347.916
5.5681,749.821,3.568
555.613,742.373,360.868
557.528,738.784,359.671
577.179,735.434,351.027
593.958,733.759,361.825
585.075,728.495,376.899
5.7335,729.931,370.439
5.5681,742.613,357.039
553.938,744.527,347.677
567.129,741.655,335.952
5.8005,7.3998,3.3667
585.554,740.938,345.524
581.247,766.571,374.746
562.313,765.374,388.176
557.767,743.091,350.788
559.681,732.084,2.9665
550.589,744.048,290.668
5.1009,7.9675,349.831
477.278,820.708,393.201
481.107,803.719,370.678
492.144,772.553,3.1678
483.021,769.921,303.141
449.492,807.308,362.064
400.858,842.752,424.098
366.132,848.256,434.148
362.782,823.101,394.636
371.157,806.112,340.738
341.934,8.2358,311.994
277.986,851.606,281.575
244.935,879.632,2.7679
241.077,883.969,305.294
217.866,869.342,307.687
185.264,8.7341,321.565
139.053,874.367,3.4672
113.181,859.532,388.415
120.359,831.027,451.406
117.727,796.511,4.9334
114.855,771.596,550.349
95.922,751.974,606.401
82.971,732.563,659.821
65.264,724.427,710.848
50.399,719.851,748.684
44.417,7.1028,747.727
57.368,702.383,755.384
69.811,692.064,759.482
63.589,683.689,733.131
69.093,685.364,711.087
72.203,691.586,701.486
66.939,6.868,6.9359
72.921,679.861,682.104
86.351,678.186,689.043
97.597,674.118,710.848
9.329,667.149,717.308
86.351,666.192,715.873
91.615,664.995,719.941
95.683,660.449,7.3337
96.162,648.724,743.659
98.554,637.209,748.684
99.751,627.398,745.813
94.247,621.655,745.574
84.676,619.023,758.525
82.253,613.251,767.857
82.732,604.876,760.678
87.069,594.826,768.335
86.351,587.857,787.986
84.437,580.678,797.318
89.462,568.953,787.986
90.658,563.211,785.833
8.659,5.6007,807.129
81.775,553.849,837.578
8.321,543.799,838.056
90.897,533.241,8.2008
94.008,529.651,809.522
92.572,5.3013,814.577
92.333,525.584,828.216
89.462,519.123,836.591
91.137,512.423,835.155
99.033,506.411,833.719
99.272,502.104,842.842
92.572,496.122,852.652
93.529,485.354,8.5337
97.837,477.907,8.5672
92.333,473.599,860.788
88.505,471.446,860.788
88.744,468.096,860.549
9.018,462.353,8.5026
92.572,455.414,842.363
91.376,454.188,858.156
87.308,4.4677,872.543
89.462,438.874,871.586
95.444,432.892,870.389
93.529,425.922,873.978
94.008,416.112,878.286
9.999,407.737,880.918
98.554,402.712,887.139
95.444,395.982,899.612
96.879,390.479,912.054
95.683,386.411,909.901
92.094,382.582,904.636
97.837,375.165,900.569
100.229,372.263,9.2009
98.794,368.196,903.919
98.315,364.128,902.004
99.751,358.864,900.569
99.512,353.121,905.833
102.622,342.562,9.1349
102.383,337.777,924.766
9.999,334.666,9.2022
99.751,329.163,915.165
99.272,325.095,918.545
97.358,323.898,9.2022
98.076,318.126,928.116
1.0669,310.229,935.534
106.211,309.272,934.816
107.408,3.0329,935.295
109.083,298.744,931.466
106.929,299.222,919.741
107.886,297.069,919.741
105.733,300.658,933.859
104.297,300.658,940.559
105.733,297.548,935.055
107.408,293.928,925.245
107.169,289.143,9.2333
105.972,286.032,936.012
106.211,282.921,9.3338
101.186,281.246,930.748
100.469,277.896,929.552
98.794,2.7335,936.012
97.358,271.197,9.4008
94.487,272.393,938.645
9.329,269.282,924.766
91.854,2.6686,922.852
92.572,263.749,937.927
9.329,259.203,945.614
94.247,2.5322,935.534
95.922,2.4676,929.073
95.204,242.692,940.798
97.119,238.355,952.553
98.315,232.612,954.706
99.512,224.237,947.289
102.622,218.973,951.596
97.597,214.666,961.885
91.615,208.176,962.124
94.726,200.279,9.5016
96.162,201.715,946.092
9.664,199.083,948.246
95.204,190.708,957.578
94.008,1.835,961.167
91.376,1.8326,960.688
88.983,176.082,962.603
91.615,167.228,9.6356
9.329,161.964,965.713
92.333,162.921,971.486
92.572,157.866,974.118
8.683,154.038,974.597
85.872,150.449,966.431
88.744,145.424,957.338
90.658,145.902,954.467
9.018,144.706,970.738
88.026,147.577,984.886
86.351,152.602,987.996
88.505,158.106,987.757
85.633,163.639,985.843
8.345,174.885,967.628
82.253,183.739,955.663
82.732,192.383,962.603
84.197,196.451,977.468
78.185,2.0674,1.001.187
69.571,222.802,1.001.187
60.479,246.042,980.579
57.129,262.313,9.7026
54.706,2.767,965.953
54.467,300.897,939.841
48.006,325.095,9.0679
45.135,339.213,8.9001
39.631,355.753,889.771
27.398,371.306,886.421
26.919,378.036,895.304
20.698,385.693,904.636
15.912,401.994,896.262
14.955,416.351,880.678
26.201,425.683,871.586
34.606,435.524,877.328
36.281,449.402,884.985
29.791,467.378,887.618
29.073,481.765,864.138
20.219,497.079,8.3683
7.059,5.1003,839.492
2.243,515.773,840.928
-4.217,527.737,830.369
-10.199,548.585,818.884
-5.174,564.646,809.282
-5.653,579.003,783.649
9.452,590.279,761.157
4.427,599.851,772.403
-13.549,615.165,787.508
-31.286,629.312,777.189
-28.415,639.123,744.617
-1.666,654.706,715.873
-7.567,669.572,700.529
-6.371,681.536,688.565
-15,691.346,684.018
-4.935,702.622,698.375
-26.501,713.151,712.044
-34.397,714.587,6.8665
-16.421,731.366,6.4663
-5.174,747.637,632.273
-996,748.355,626.531
-9.482,751.735,620.758
-5.653,761.306,624.138
2.004,765.853,621.237
1.047,767.049,589.382
4.427,7.8,562.313
658,796.032,543.649
8.255,815.923,535.005
8.255,832.224,532.134
8.495,839.402,528.784
8.255,8.4347,505.304
1.663,852.084,494.297
34.367,8.5017,490.708
43.699,842.752,476.082
37.478,850.409,459.542
29.551,871.496,445.663
29.073,886.122,4.2673
1.663,890.429,410.937
4.187,896.411,387.458
-326,912.712,371.635
1.525,926.591,374.267
-1.107,920.369,368.046
-867,913.669,338.584
8.973,917.976,304.576
12.323,922.762,302.423
10.409,933.769,306.012
5.145,940.977,282.772
7.537,9.4672,264.317
1.525,953.899,2.7341
9,955.095,279.422
-3.021,951.027,258.814
658,953.659,238.445
2.333,957.967,206.351
25.723,954.856,172.822
23.809,951.267,177.607
15.912,960.359,193.639
808,970.678,199.173
8.734,974.507,193.639
22.134,974.986,179.522
20.219,968.286,163.938
14.477,971.636,172.343
16.869,974.028,175.932
19.023,971.396,142.642
17.109,974.986,107.169
9.691,979.771,94.965
2.961,987.667,111.236
8.734,983.121,108.604
9.212,973.071,88.265
14.955,968.525,69.571
7.059,969.961,47.049
-1.666,984.557,54.945
-20.967,1.001.097,70.528
-13.789,1.004.926,59.492
-10.199,997.747,4.681
-15.224,982.882,48.963
-17.378,979.293,60.927
-10.439,978.575,6.335
-4.217,982.643,56.859
-8.285,991.287,73.161
-2.542,9.8671,74.836
10.409,975.703,51.595
15.434,975.225,3.987
4.666,986.232,57.099
4.666,990.808,6.335
8.734,979.532,34.098
8.973,980.489,12.084
2.961,988.385,1.765
-7.567,9.9006,-5.174
-10.439,992.004,1.525
-12.832,985.035,6.311
-15.464,980.728,344
-14.267,980.728,-1.107
-11.157,982.882,-15.464
-11.635,984.796,-30.808
-11.157,995.354,-2.985
-10.439,997.269,-3.344
-14.985,992.244,-48.066
-1.346,984.557,-72.742
16.391,984.796,-72.233
10.169,991.526,-4.663
32,983.839,-48.544
10.169,9.769,-65.533
17.827,985.514,-60.987
22.373,988.385,-6.673
24.048,979.532,-86.381
1.663,981.446,-87.577
2.243,997.508,-72.233
5.623,997.269,-88.534
19.741,989.103,-98.345
27.159,978.335,-95.713
24.766,969.482,-99.811
15.434,974.746,-96.431
21.655,985.035,-96.909
27.398,986.232,-107.946
20.698,9.9006,-112.014
17.348,990.329,-112.971
27.637,979.293,-121.346
29.791,972.353,-127.597
25.244,979.053,-117.039
21.655,980.728,-110.339
21.416,972.353,-126.162
23.809,973.311,-142.193
1.998,979.771,-140.997
10.409,983.839,-130.229
15.673,978.814,-136.211
19.262,979.771,-14.339
17.109,988.864,-137.886
